squareMeters;numberOfRooms;hasYard;hasPool;floors;cityCode;cityPartRange;numPrevOwners;made;isNewBuilt;hasStormProtector;basement;attic;garage;hasStorageRoom;hasGuestRoom;price;category
34136;60;1;1;18;68761;8;9;2001;1;1;6937;16;112;0;4;34224111;1
88123;97;1;0;43;89177;10;6;1999;1;0;4371;5915;174;1;6;88168029;0
82244;81;0;1;28;17611;2;4;2001;0;1;391;2077;936;0;3;82314441;0
49609;95;1;0;34;58240;3;2;2004;0;0;9450;5511;500;1;0;49659214;0
45790;36;1;1;4;80166;5;10;2015;1;1;7987;9541;953;0;0;45834455;1
44726;77;0;1;73;53094;10;7;1991;0;0;1142;6377;496;1;5;44804831;0
23481;34;1;0;26;94278;1;1;2020;0;0;3552;6772;887;1;5;2353320;0
32633;71;1;1;16;65110;4;8;2020;1;1;7978;4662;526;0;9;3269031;1
10549;25;0;1;57;71708;5;3;2005;1;0;774;8107;939;0;10;10641775;0
38279;30;0;0;22;42662;1;5;2008;1;1;1182;4219;962;1;6;38288808;0
87413;43;1;0;34;72398;8;6;2010;1;0;1133;9915;774;0;10;8747829;0
34378;2;1;1;56;24373;5;3;2006;0;1;5422;8889;988;0;0;34498856;0
23548;42;1;1;26;71297;5;3;1991;1;0;5326;780;600;1;8;23633861;1
15614;21;0;1;37;77244;10;10;2001;1;1;7068;6512;667;0;10;15681881;0
89356;23;0;0;18;26909;10;3;1991;0;1;1305;4432;868;1;2;89374351;0
39022;97;0;0;29;93946;8;2;2008;1;1;1668;8481;173;1;7;39059558;0
68731;24;1;0;70;40147;4;8;1993;0;0;1954;3066;938;1;3;68812353;0
12014;83;0;1;1;16646;6;6;2006;1;0;7206;2816;665;0;1;12033856;0
55709;95;1;0;2;80199;8;3;2015;1;1;3712;2506;949;1;10;55746345;0
43434;5;1;1;80;79814;10;8;2017;0;0;8320;3859;931;0;0;43539117;0
70348;73;0;1;43;70353;8;5;1995;1;1;5865;8533;762;0;0;70413135;0
39610;92;0;0;60;22247;6;1;2017;1;1;370;9498;976;0;3;39629817;0
84563;37;1;0;66;30903;1;8;2009;1;0;6720;3869;188;1;2;84623389;0
71061;42;0;0;75;35582;6;4;1993;1;1;7747;862;466;1;5;71098493;0
26479;71;1;1;99;61849;1;7;2009;1;0;4468;6440;210;1;2;26556579;1
3440;62;1;1;72;59167;7;1;2009;1;0;7498;8398;489;1;5;3546309;1
5577;44;0;0;79;36379;7;5;2014;0;0;8539;1227;747;1;5;5653614;0
78789;30;1;0;52;94853;4;5;2017;0;1;5808;1954;198;0;6;78850337;0
82517;24;1;0;97;87590;7;1;2011;0;1;5963;6047;579;0;1;82626781;0
11602;85;0;1;47;45724;5;9;2008;0;1;3765;2075;402;0;5;11675258;0
37195;84;1;0;54;4656;1;7;2001;1;1;9265;68;918;0;1;37259551;0
32862;3;1;1;55;65548;8;3;1994;0;1;3598;160;370;1;10;32966384;0
73542;75;1;1;83;13097;5;9;2021;1;0;3925;8169;417;1;10;73718441;1
24280;29;0;1;17;48036;1;9;1998;1;0;697;3500;550;0;2;24339038;0
97959;97;0;0;52;75873;10;10;2002;0;0;4558;7617;672;0;3;98011762;0
42760;89;0;1;23;59407;9;3;2021;0;1;1703;6783;190;0;1;42801711;0
52429;24;1;1;42;518;6;9;2018;0;1;1481;5305;490;0;2;52530248;0
90301;35;0;1;89;38929;10;7;1999;1;0;7394;9780;262;0;1;90433589;0
89674;6;0;0;5;56815;6;2;2012;1;1;5673;3242;604;0;4;89683712;0
69242;90;1;0;23;7903;8;4;2010;0;0;3734;4333;110;0;1;6927700;0
5802;99;0;0;61;3565;6;1;2010;1;1;542;9793;465;1;9;583663;0
53755;33;1;1;52;62591;2;1;2015;1;0;292;1859;580;0;10;53852635;1
78731;88;0;0;79;78649;7;6;1991;1;1;5914;6048;742;0;3;78784731;0
22727;54;1;1;84;21713;2;5;1990;0;1;7185;8626;764;1;3;2288176;0
95490;7;0;0;46;90186;10;2;2000;1;1;5025;8848;515;1;10;9553090;0
78293;20;0;0;39;73162;7;9;2004;1;0;5078;1044;701;1;10;78322734;0
856;2;1;1;38;91175;8;9;2000;0;0;1600;3603;374;1;0;94449;0
17225;31;0;0;16;1100;8;9;2014;1;0;3401;7394;690;0;10;17237494;0
15118;74;1;0;28;55870;6;2;2014;1;0;6483;9938;944;1;6;15143164;0
51393;99;1;1;68;23582;3;7;2004;1;1;8696;5199;736;1;8;51536104;1
75284;15;0;0;90;38227;1;1;2001;1;1;2865;8884;869;1;4;75316601;0
31609;97;1;1;15;5952;9;1;1994;1;0;2134;2101;174;1;3;31698214;1
28350;56;0;1;82;4553;3;2;1999;0;1;8713;3892;692;1;9;28383679;0
58314;84;1;1;8;83646;2;1;2021;0;1;8292;8418;880;0;0;58357761;0
40327;56;0;1;100;40814;1;1;2013;0;1;8085;5902;951;0;8;40362683;0
9171;18;0;0;9;75210;2;2;1996;0;1;3760;1522;429;0;10;9178696;0
152;80;1;1;18;9849;1;4;2012;1;1;475;4115;879;1;10;221602;1
86617;95;0;0;69;71108;9;1;2021;1;1;9790;8030;234;1;9;86673061;0
72297;40;0;0;98;21779;8;10;2001;1;1;7479;5252;113;1;10;72347181;0
16361;4;1;1;93;98566;2;10;1993;0;0;9867;6202;554;0;7;16471163;0
72563;81;0;0;39;99087;7;2;2018;0;1;421;8163;141;0;6;72600158;0
2749;39;1;1;71;70278;9;5;2006;0;1;7795;43;415;0;9;2835216;0
40987;99;0;0;77;44273;2;2;1995;0;0;4564;7576;942;0;8;41053905;0
13559;59;0;1;100;49700;2;5;1990;0;1;8510;4428;186;1;7;1359893;0
36295;54;0;1;3;69121;6;1;2007;0;1;3177;8829;866;0;4;36345857;0
77280;49;0;1;8;36165;1;3;2009;1;1;5583;4466;444;1;5;77341549;0
67529;27;1;1;95;1109;5;9;2019;0;0;815;7329;847;0;7;67585639;0
84902;26;1;1;38;71957;3;3;2012;0;1;952;633;161;1;6;85013472;0
41718;22;1;1;50;62654;6;9;1998;1;1;4080;4656;679;0;1;41812448;1
76298;45;0;0;83;22015;10;8;2011;1;1;4466;4687;753;0;8;76338061;0
1078;27;1;1;72;29597;6;4;1992;1;1;3539;7738;901;1;0;1204932;1
69205;33;1;1;18;82451;8;2;1991;0;1;410;6080;789;1;0;69294061;0
55974;55;0;1;12;82707;1;1;2009;1;0;878;2727;225;1;10;56015329;0
6171;80;0;1;5;4736;10;8;2019;1;1;2474;9900;407;0;10;6213509;0
90716;32;1;1;26;81310;4;6;2007;0;1;4299;2581;279;1;0;90797707;0
3394;53;0;0;69;88935;3;7;2004;0;0;7541;5334;717;0;10;3415444;0
26312;91;0;1;73;22907;9;8;1991;0;1;685;6035;687;0;2;26435401;0
999;41;1;0;51;50420;2;9;2014;0;0;3022;7603;849;1;9;1043594;0
27610;29;1;1;53;70066;6;2;1994;1;1;2487;9804;880;0;8;27680204;1
51036;90;0;0;10;66827;7;1;1998;1;0;434;1150;961;0;1;51050998;0
6995;86;0;1;85;15794;4;1;2020;0;1;6341;5107;118;0;6;704035;0
56025;68;1;0;86;29367;4;8;2017;0;0;3731;7937;857;0;8;56082987;0
43846;54;0;0;89;40112;9;1;2005;0;0;827;3177;318;0;7;43917475;0
4039;92;0;0;9;26689;5;3;1991;0;0;3277;7419;574;1;6;4044751;0
42208;26;1;0;11;90051;1;4;2003;0;1;9849;9363;806;1;5;42243923;0
61004;39;0;1;41;90839;10;6;2008;0;0;6712;7606;387;1;8;61039228;0
8284;92;0;0;21;20192;2;7;2012;0;1;5937;2755;374;1;8;8305392;0
3525;3;1;1;29;50018;4;3;2009;1;0;3547;9486;479;1;8;3582219;1
12643;90;1;1;78;29965;7;10;2011;0;1;7673;9748;120;0;8;12781631;0
40513;40;0;1;80;68719;5;4;1992;0;0;5024;7361;418;0;7;40585692;0
16933;1;0;1;19;48322;7;10;2010;1;0;3821;5726;437;1;6;1697974;0
26750;42;1;0;74;55441;3;7;1992;0;1;3650;9895;345;0;10;26789112;0
85100;9;1;0;63;6915;2;4;1997;1;0;3962;1409;401;0;4;85170587;0
31141;6;0;1;3;4464;9;10;2020;0;1;3258;8577;514;1;8;3118168;0
79252;27;0;0;61;48036;5;8;2020;1;0;2277;6611;922;1;2;7929634;0
27444;22;1;1;46;9031;4;2;2010;0;1;1426;8836;123;1;4;2757164;0
25263;53;1;1;51;31799;5;2;2004;1;1;9834;1817;183;0;0;25322504;1
48104;51;0;1;58;54800;7;9;1998;0;1;5228;5175;343;1;1;48162578;0
88167;3;1;0;91;85085;8;8;1996;0;1;5968;9573;446;1;6;88233046;0
81316;71;1;0;8;49146;3;5;2006;0;0;8749;1772;765;1;10;81364036;0
11931;33;1;0;14;56356;9;7;1991;0;0;3791;9715;638;1;10;11977761;0
25473;48;1;1;98;46038;4;8;2013;0;1;3132;6333;480;1;8;25551633;0
62986;81;0;1;36;6897;3;7;2002;1;1;895;9126;212;0;6;63028742;0
22004;18;0;1;24;72132;1;3;2012;1;1;2283;1132;377;0;3;22067272;0
42826;33;1;1;36;44656;10;1;2019;0;0;9284;7829;603;1;3;42908139;0
32156;64;1;1;78;12877;9;6;2009;1;1;2413;9674;866;1;8;32238359;1
40694;99;1;1;18;57581;8;7;1999;0;1;338;3042;724;0;9;40777039;0
94532;27;0;0;28;68592;3;3;2017;0;1;5959;824;948;1;2;94555717;0
41269;28;1;1;70;27131;3;7;2019;0;1;9458;8594;417;1;2;41362029;0
12376;56;0;1;79;80060;10;1;2009;1;1;3177;7284;562;1;5;12480539;0
29435;69;0;1;19;48467;3;7;1991;0;0;3899;8130;499;1;10;29486861;0
891;25;1;0;14;8816;1;7;2020;1;0;6195;8027;826;0;4;94306;0
81901;89;1;1;59;82667;4;6;2012;0;1;7253;4565;472;0;5;82000542;0
8138;59;0;0;39;45026;4;4;2014;0;1;57;7754;645;1;9;8159614;0
87901;43;1;0;57;44763;9;3;2008;1;0;6765;4337;994;1;1;87981638;0
43845;23;0;0;57;76539;6;3;2019;0;1;302;867;917;1;4;43904459;0
30858;28;1;1;32;24343;8;1;1997;0;0;2575;2710;351;1;9;30933877;0
80323;100;1;0;86;49703;3;8;1995;1;0;5662;8850;349;0;1;80455255;0
56727;76;1;0;99;90257;6;9;2016;1;0;5838;8336;251;1;6;56790006;0
15765;33;1;0;13;13451;3;3;2019;1;0;1003;3215;554;0;2;15824879;0
86276;45;1;0;93;36645;6;10;2008;1;1;895;925;895;1;1;86356528;0
2011;61;1;1;37;88163;4;10;2019;1;0;9543;5105;975;0;2;2084359;1
30187;55;1;1;82;37034;9;2;2011;1;1;8079;5017;452;0;8;30318621;1
95795;48;0;0;69;17479;8;7;2012;1;0;2275;5958;770;1;7;95855452;0
72820;87;0;0;69;91405;7;6;2008;0;0;6740;8697;849;1;1;72855178;0
13550;43;1;0;37;43418;8;2;2014;1;0;2437;4308;326;1;6;13622714;0
72781;12;0;0;25;44361;10;2;2019;1;1;2119;3025;270;1;1;72806269;0
80294;65;0;1;67;67050;8;6;2010;0;0;8307;6558;413;1;3;8040382;0
88086;97;0;1;41;64033;8;2;2007;1;0;1572;5277;195;0;2;88172117;0
22939;37;0;1;25;92862;4;6;2012;1;1;3285;7116;923;1;5;22978982;0
68188;23;0;1;48;26178;4;6;2012;0;1;9355;7231;249;0;10;68280512;0
32244;67;1;1;87;99261;8;4;2001;0;0;8227;5168;188;0;3;32396741;0
47894;3;1;1;52;85985;5;6;1996;1;0;7893;2905;961;1;6;47997346;1
16960;39;1;0;28;62240;10;9;2002;1;1;4044;2861;134;1;3;17003272;0
15330;33;0;0;23;92191;7;1;2009;1;1;9370;7917;850;1;0;15358139;0
60443;81;0;0;37;43492;8;8;2017;0;0;1402;4592;960;0;8;60463077;0
26304;79;0;0;23;53935;2;2;2006;1;1;5209;1391;968;0;2;26326416;0
60619;62;1;1;93;93976;7;4;2020;0;1;3414;7498;537;0;5;6076849;0
53690;5;0;1;88;6539;4;8;2000;0;0;783;6981;391;0;0;5375387;0
21104;12;0;1;86;21135;8;6;2008;0;0;8164;7067;194;1;0;21172228;0
98551;68;0;1;78;85725;2;8;1992;0;1;1830;9237;206;1;10;98602292;0
61238;70;1;0;39;92628;8;7;2013;0;1;4070;5767;119;1;3;61318063;0
40846;23;1;1;3;65290;8;8;2014;1;1;8833;4877;711;0;0;40890094;1
90262;97;0;1;45;58562;10;10;2008;0;0;3904;7443;447;0;10;90351728;0
30322;54;0;0;7;27859;8;7;2015;0;0;1680;8794;360;0;8;30328855;0
35503;12;1;1;5;5680;6;8;1992;0;1;7685;6884;459;1;3;35574432;0
56701;27;1;1;36;27612;4;1;2009;0;0;7864;6314;706;0;4;56792729;0
27786;79;0;1;45;6863;9;2;2001;1;0;5008;9584;519;1;6;27832791;0
17685;13;0;1;46;5544;3;4;1997;1;1;4525;5811;153;0;4;17729727;0
36871;80;0;1;71;83409;2;4;2005;1;1;7399;3115;507;1;0;36928185;0
66070;38;1;1;10;28904;1;4;1997;1;0;9697;7179;375;1;5;66162857;1
78004;71;1;1;96;39708;10;10;1990;1;1;4527;2138;329;1;6;7816750;1
11998;61;1;1;53;75319;3;9;1996;1;1;5529;198;979;1;6;12086376;1
27176;60;0;1;26;19848;3;7;1993;0;0;6042;2264;452;1;6;27248093;0
79517;9;1;0;45;75550;6;2;2000;1;1;8360;9493;190;1;5;7955735;0
99367;5;0;1;21;74910;9;9;2003;1;1;9239;4715;856;1;8;99425143;0
94222;26;0;0;75;25384;3;8;1990;0;0;5350;3550;305;0;2;9424799;0
30144;93;1;1;94;75883;5;3;2019;0;1;7886;4098;253;0;4;30246829;0
84688;40;0;0;45;46574;7;8;2017;1;1;5093;944;645;0;8;84726317;0
58623;42;0;1;15;51826;1;7;1996;0;0;3185;9226;755;1;4;58662566;0
97380;94;1;1;7;39343;9;5;2006;0;0;6798;2050;997;1;7;97450176;0
16668;62;1;0;68;14451;10;10;2018;0;1;4303;7846;513;0;5;16738858;0
73212;16;1;0;70;88064;4;6;2020;1;1;3789;6826;984;1;9;7329443;0
18053;51;0;0;5;411;1;1;2000;1;0;174;9186;675;0;7;1805820;0
3205;52;1;0;4;95483;5;10;2004;1;0;9186;4968;580;0;7;3239784;0
62506;72;0;0;54;43453;4;5;2003;0;0;3573;5284;635;1;0;62527283;0
8394;36;1;1;23;96728;9;4;2011;0;1;7546;2949;548;0;0;8476211;0
88637;80;0;0;50;72632;6;2;2009;1;1;755;5076;801;1;6;88665009;0
85275;61;1;0;97;66466;8;6;2006;1;0;7590;1064;484;0;0;85407016;0
24420;46;0;0;27;25095;6;6;2001;1;1;501;1732;293;1;0;24443851;0
52912;87;1;1;15;29874;8;2;2001;0;0;2340;7491;687;1;6;53016271;0
6708;96;1;0;12;17450;1;5;1991;0;1;2487;6458;307;1;7;6742851;0
30514;83;1;0;73;69989;5;4;2014;1;1;7080;8053;538;1;4;30611494;0
87543;85;0;1;10;85635;9;6;2017;0;0;4940;1464;623;1;8;87586177;0
48324;27;1;0;80;34094;7;9;2001;1;0;7317;6159;806;1;0;48401071;0
43247;6;0;0;9;7804;8;8;2019;1;0;9115;6839;269;0;3;43262669;0
48932;96;1;1;4;11534;3;3;2015;0;1;257;7363;349;1;0;49002325;0
926;57;1;0;94;59625;1;1;2017;1;1;5063;6310;716;0;0;1058697;0
61039;89;0;1;89;33654;5;8;2020;1;0;8374;2465;295;0;2;6113757;0
57967;52;1;1;68;20438;1;10;1998;0;0;5172;8075;644;1;10;58022188;0
24313;46;1;0;53;79612;5;8;2003;1;0;1365;1075;437;1;10;24381373;0
65546;74;1;0;21;48157;2;8;2011;1;0;1708;6526;585;0;0;65593581;0
58284;35;1;0;73;21375;7;8;2006;1;1;4127;8457;753;1;0;58382046;0
65417;66;0;0;82;52099;4;9;1994;0;0;5200;4265;891;0;5;65502994;0
67724;64;1;1;32;21319;5;1;1991;0;1;9339;6052;751;0;2;67809601;0
62039;56;0;0;41;42570;8;7;2006;1;0;1876;5443;905;0;4;62053566;0
55369;37;1;0;52;30414;10;4;2020;0;0;4601;6754;336;0;3;5546033;0
27592;14;0;1;24;21238;9;5;2019;0;1;9886;4315;246;0;8;27650379;0
99757;15;1;1;34;27168;3;4;1995;0;1;132;5236;313;1;0;99838725;0
56256;84;1;1;84;50132;8;8;2001;0;1;3473;717;931;1;0;56395421;0
79718;53;0;0;89;92403;7;7;1998;0;1;4743;1691;439;1;8;79739738;0
77913;6;0;0;82;89070;9;3;2010;0;0;6930;9386;561;1;9;7794411;0
11169;97;1;1;97;16604;4;9;1990;0;1;2978;2048;171;0;4;1135694;0
15723;100;0;1;5;58404;6;4;2017;0;0;2554;6862;253;1;3;15762757;0
40806;34;1;1;71;30320;9;7;2014;0;1;6778;779;716;1;7;40894574;0
39348;26;1;1;65;89279;1;4;1990;1;0;6637;9738;139;0;1;3945410;1
17762;59;1;0;40;5346;4;10;1999;0;0;6834;51;457;0;6;17823179;0
16006;64;1;0;81;51164;8;7;2014;1;1;5205;4975;431;0;9;16068794;0
49026;22;0;0;12;6161;3;8;2011;1;0;6192;9430;318;1;8;49043391;0
43905;58;0;1;49;77800;3;9;2014;1;1;1108;8561;191;1;4;43961724;0
45323;16;1;1;60;64002;9;7;1999;1;1;4067;1691;779;0;4;45378069;1
37656;7;0;0;87;83215;6;8;2000;0;0;3590;4798;703;0;2;3773756;0
96151;75;1;1;100;77044;4;3;1993;0;0;481;9967;224;0;0;96291943;0
61788;26;0;0;39;65261;5;7;2000;1;0;1256;3981;341;0;7;6183155;0
4933;77;0;0;3;68463;7;5;1995;0;0;8050;2871;296;1;4;4940655;0
36905;38;0;0;96;69830;2;7;2004;0;0;9950;2629;705;0;10;36946404;0
5589;17;1;1;64;29337;4;3;2010;0;0;2946;2894;547;0;2;571738;0
83526;38;1;1;84;98333;4;10;2002;0;0;4920;3764;533;1;8;83687372;0
62166;68;1;1;42;23510;8;6;2009;0;1;800;456;911;1;2;62222319;0
82953;36;0;0;94;10967;5;1;1992;1;0;9535;9545;634;1;2;83012132;0
97895;1;0;1;45;50340;8;4;2013;1;0;5932;1618;783;0;2;97963083;0
69265;11;0;1;83;37564;1;9;1998;1;1;6004;4723;803;0;5;69315548;0
85476;36;1;0;44;83386;9;7;1992;0;1;6698;6043;692;1;7;85530192;0
50251;14;1;1;53;46201;9;5;1999;1;1;1647;3810;141;1;8;50375419;1
11484;92;1;0;4;32303;10;2;2006;0;0;4233;6506;682;1;10;11538726;0
17315;4;1;0;80;51611;1;2;2001;1;1;5949;4237;666;1;0;17402091;0
36511;57;1;0;12;58072;1;6;1994;0;1;5545;9658;312;0;3;36536504;0
88307;62;1;1;11;17575;3;5;2005;0;1;9220;6850;613;0;1;88375195;0
27900;1;1;0;96;47836;9;3;2005;1;1;5210;7900;622;1;7;27964345;0
78199;93;0;1;15;19890;9;10;2003;1;0;4837;2752;569;1;4;78253653;0
21912;73;0;0;42;87120;3;8;2020;1;1;8105;249;366;0;7;2195690;0
9374;93;0;1;64;2532;9;1;1998;0;1;3792;3120;490;0;6;9481708;0
89490;98;0;0;47;1906;2;4;2003;1;0;7956;8045;762;0;1;89512863;0
43204;26;0;0;60;66353;10;7;2015;0;1;7185;148;945;0;2;43229215;0
16357;96;1;1;15;67409;3;10;1997;1;0;6899;9041;464;1;9;16407897;1
88997;90;1;0;84;63734;7;2;2003;1;0;6367;5762;404;1;7;89094663;0
36705;38;0;1;23;94515;5;2;2010;0;1;2585;6833;450;1;3;3676738;0
63751;77;1;1;37;46897;5;4;1991;0;0;4432;7487;833;1;5;63836121;0
98419;62;0;0;18;55349;5;7;2017;0;1;2894;7103;731;1;4;98441717;0
21167;27;1;0;66;49280;10;4;2013;0;0;4548;6383;625;0;9;21219413;0
11629;92;1;1;64;29180;4;6;2010;0;0;320;1148;201;0;9;1173671;0
60278;96;0;1;38;27336;10;10;2020;1;1;1956;934;269;1;4;6032040;0
84619;27;1;0;35;11177;7;9;2006;1;1;7529;8056;482;1;8;84684326;0
33779;69;1;1;46;93149;2;6;2009;0;1;6656;1594;881;1;6;33873819;0
85134;65;0;1;94;33732;8;10;2018;0;0;9053;1150;846;0;1;85226258;0
70137;41;0;0;85;87234;6;2;1998;0;1;4538;3321;893;1;10;70181398;0
94839;98;1;0;94;99526;4;3;2001;1;0;408;4915;120;0;6;94883601;0
13735;92;0;1;1;81466;4;8;2001;1;0;3610;898;690;1;9;13788451;0
42940;15;1;0;95;82359;1;9;2012;1;0;880;9484;460;1;9;43029402;0
55144;48;1;1;87;50758;3;7;2011;1;1;2299;543;724;0;8;55254091;1
63505;37;1;0;5;794;10;9;1999;1;0;1791;981;547;1;4;63544139;0
31869;19;1;0;51;54028;2;6;2012;0;0;1412;5277;333;1;1;31918732;0
79857;62;0;0;46;16261;3;10;2018;1;1;4707;1272;469;1;2;79880618;0
21796;25;0;1;8;21907;4;3;2009;1;0;2344;8818;302;1;6;21849619;0
5724;31;1;1;24;54529;6;5;2007;1;1;4580;6318;479;1;9;5805037;1
79837;56;0;1;61;9646;10;3;2019;0;0;6045;4814;939;0;8;79914699;0
68856;98;1;1;57;91700;10;6;2019;0;1;7138;4102;725;1;0;68933049;0
6473;56;0;1;35;81925;2;9;1992;0;0;822;5489;568;1;7;6517202;0
20159;23;1;1;54;38198;7;4;2001;0;0;6989;1853;283;1;9;20243671;0
76995;87;0;1;50;36733;5;2;2007;1;1;7098;5945;688;1;5;77063487;0
51461;45;1;1;28;7520;1;4;2017;1;0;1861;1316;198;1;10;51529827;1
57104;9;1;1;49;98123;3;2;2017;1;0;1420;9330;640;1;9;57177577;1
64834;64;1;0;17;15351;7;7;2013;0;0;3719;5893;546;1;7;64902583;0
60162;93;1;0;9;69653;5;9;2014;1;1;874;2635;101;1;9;60207514;0
88942;46;1;0;68;10789;3;3;1993;0;0;2778;9520;183;0;2;89004403;0
35551;82;1;1;4;93906;6;5;1999;0;0;1082;9949;510;1;9;35629999;0
63076;8;1;1;54;43957;2;6;2019;1;1;8663;9637;670;1;5;63189599;1
69073;4;0;1;7;79740;8;1;2011;1;1;7827;3534;830;0;3;69110971;0
62979;58;1;0;85;85267;7;7;1996;1;0;4145;9449;905;1;1;63018686;0
97328;43;0;1;83;21032;6;4;1990;1;1;8767;5270;218;0;0;9739502;0
83520;50;0;0;78;49694;1;8;2000;1;1;4440;3848;807;1;6;8354366;0
77791;94;1;0;67;54273;5;5;2009;1;0;2582;2734;854;1;3;77867459;0
45215;81;1;0;40;21573;8;8;2007;1;0;5896;4706;964;0;4;45280007;0
12012;78;0;0;83;87662;8;9;2018;0;1;2412;7689;140;0;2;12102188;0
55113;22;1;1;12;52712;10;8;2016;0;1;2108;3446;936;0;0;55197906;0
39298;78;0;1;40;8190;7;3;2008;0;0;9636;1714;583;0;0;39345368;0
83705;94;0;0;27;39119;2;10;2008;0;0;6632;1689;757;0;9;83725828;0
84039;59;1;0;82;68337;4;8;1995;1;1;344;9885;571;0;8;84152535;0
61089;8;1;0;14;37124;5;7;1991;0;1;8139;8026;359;0;10;61121771;0
73080;96;1;0;28;17491;3;2;1990;0;1;2800;3779;687;1;2;7311244;0
31501;57;0;1;67;15589;2;7;2013;0;0;5054;6403;139;1;9;31579563;0
39170;54;1;1;41;54522;7;10;2005;0;1;2427;8845;187;1;7;39262205;0
41000;5;0;1;8;99402;2;7;1991;1;0;7245;4667;668;0;0;41018931;0
27803;8;0;1;75;93214;10;7;2008;1;0;2798;9431;228;0;6;27840338;0
13910;75;1;1;80;16214;1;3;2015;0;1;1194;2917;103;1;2;14043985;0
91275;17;0;1;21;86999;7;6;1999;1;1;5497;2263;224;0;8;91334559;0
60018;28;1;0;64;42617;4;5;1992;1;1;554;7137;336;1;2;60082112;0
3237;82;1;0;99;56257;4;9;2008;0;1;7466;8347;202;0;10;3335388;0
65946;98;0;1;63;35928;1;8;2015;0;1;5802;1095;740;1;1;65976085;0
84696;69;0;1;25;76100;7;4;1991;0;1;6935;5142;541;0;6;84729721;0
8392;81;1;0;97;90768;1;1;1998;1;1;5071;7075;844;0;6;8489928;0
29063;54;1;1;100;37116;3;9;2020;0;1;2467;4910;294;1;1;2916890;0
84148;97;1;0;100;48583;2;10;2005;1;1;9349;9814;864;0;2;84189645;0
67210;22;0;1;68;63246;3;9;2018;0;1;4144;1204;613;1;0;67314228;0
61129;44;1;1;33;91577;10;3;2008;1;0;8553;6798;440;0;10;61214968;1
63416;94;0;0;72;10070;1;8;2016;1;1;3566;6130;141;1;8;63475076;0
12636;70;0;1;28;96190;2;2;2019;1;1;9656;8846;481;0;0;12698589;0
70806;79;0;1;62;84562;6;10;2011;1;1;7008;7774;310;0;1;70892741;0
29589;44;1;1;53;47268;6;5;1999;0;0;4510;9146;923;1;7;29680219;0
14621;40;0;0;41;31633;4;4;1996;0;0;9586;6957;633;0;7;14651236;0
28281;49;0;0;33;78659;8;1;1998;0;0;8210;8529;839;1;5;28298878;0
1832;94;0;1;76;74108;4;8;1992;1;1;1757;7469;937;0;10;1904972;0
77216;46;0;0;57;18773;4;5;2007;1;1;578;7732;456;1;4;77234837;0
80909;44;0;0;37;28216;2;9;2019;1;1;1151;6421;627;1;5;80947839;0
64411;88;0;0;28;7876;3;5;2016;0;0;5730;1854;905;1;2;64438036;0
42490;73;0;1;20;25477;10;3;2012;1;1;4773;3534;706;1;8;42520062;0
32724;84;0;0;27;85317;8;4;2021;0;0;6354;4899;757;1;0;32739201;0
4502;94;0;1;90;92912;8;6;2002;0;1;6372;8791;977;1;0;4627792;0
95464;28;1;0;88;91646;3;7;2010;1;1;5369;3335;293;1;8;9552982;0
27541;55;1;0;75;93110;6;2;1996;1;0;3935;87;856;1;1;27652576;0
42648;55;1;0;61;65569;5;3;2010;1;1;8489;5873;533;1;1;4271244;0
80002;42;1;0;76;67080;8;2;2015;1;1;5678;8046;135;1;4;80074255;0
99145;95;1;1;48;28897;2;8;2011;1;0;3903;4181;852;0;10;99231111;1
70574;11;0;0;72;58731;5;2;2016;1;0;4972;746;758;0;3;70647476;0
8096;90;1;0;27;30060;4;6;1992;0;1;2672;3488;762;0;1;8155492;0
12757;15;0;1;89;87595;4;7;1992;1;1;9361;3240;291;1;9;12871952;0
29480;66;1;1;77;60901;6;1;2018;0;1;4555;7640;574;1;6;29589078;0
85503;42;0;1;20;44949;2;8;1997;0;1;5317;33;488;1;3;85537127;0
77851;35;0;0;98;68279;5;9;1999;1;0;5658;3181;147;0;3;77882979;0
35352;89;1;1;18;10826;8;2;2020;1;0;8670;8810;471;1;6;3540142;1
96720;14;1;1;27;35971;8;9;1994;0;0;9849;1645;778;1;8;96806804;0
6629;41;0;1;32;903;2;1;2004;1;0;8331;9361;293;0;6;6663604;0
2210;29;1;1;51;16373;8;7;2019;1;0;440;2468;202;0;4;2306919;1
32476;14;1;0;32;85745;5;6;2006;0;0;7818;661;900;0;8;32513486;0
70837;57;1;1;35;67452;9;1;2013;0;1;9709;5388;272;0;1;70897633;0
54042;17;1;1;76;59660;7;6;2008;1;0;2160;5116;112;0;4;54193048;1
98939;21;0;1;13;60876;6;9;2000;0;1;1449;4146;662;0;6;9899616;0
62871;76;1;0;30;94649;1;1;2007;1;1;7769;4322;462;1;4;62903367;0
67959;65;0;1;3;21015;3;5;2005;0;0;9689;5034;965;0;3;67985225;0
70614;38;0;1;9;23939;2;10;1994;1;0;8522;9457;628;0;2;70640894;0
12877;83;0;0;64;73010;7;1;2021;0;0;4350;2180;311;0;9;12911961;0
90947;75;1;0;8;48980;8;3;2020;0;0;6379;653;595;1;10;9098966;0
58619;86;1;0;61;70423;3;2;2014;1;1;7249;342;171;0;6;58672564;0
55617;24;1;1;55;69618;1;10;2019;1;1;2478;1511;147;0;1;55725469;1
59318;7;1;0;23;57847;6;1;2001;0;0;7247;7051;561;1;9;59383611;0
